,comment,off
6063,"اللحم بالبرقوق ديال الخطوبة و الزواج في التقاليد المغربية.""",0
4181,واك واك اعباد الله خرجت على راسي شريت هذ تليفون باش انبوني شوهة تيفي عندي تركب فيا سكر وسنيدة ونعناع ياعلى مستوى وصلنا ليه معاكم صحافة دزبل,1
5642,البنات دخلو تشوفو جديدكيكة المول العجيب نتمنى تجربوها,0
3511,سيري تحشمي علاش بجوج غيتناويو عليك على قلة العيالات او محرشك علهم هداك لي حداك سيري تحشمي,1
7676,قودها البنج و طوطو و حليوة .... مكاين غا نزار سبيتي 🔥🔥🔥🔥,1
292,الله امسخك ا رابحة الحولة,1
6955,"👉🇩🇿 الزوالي الجزائري المقهور يتقاتل على جال ساشي زيت وعناصر البوليساريو تزوخ في الفنادق والمطاعم الفخمة والسيارات الفاخرة بدراهم البترول والغاز 
  حلل وناقش ههه",0
6562,السلام عليكم ورحمة الله وبركاته الله يفرحكم فرحوني محتاجة الدعم الله يسر ليكوم متمنتو,0
5929,البرنامج دون المستوى يفصح مهزلة إعلام وهو  دال على أن هذا النوع الإعلامي هزيل,1
2588,سبحان الله العظيم ربي منزل عليك الغظب وجهك كحل,1
5916,  شوهتو المغرب والمغاربه  اين المسؤولين في المغرب,1
3652,هو : ااي ضربني دري اااي.,0
2929,باينة فدين مها كتكذب,1
2239,ما الذي يدفع بإنسان عاقل إلى الانضمام لشرذمة الشياطين هؤلاء؟ إن كان الدين فدينُ الله بريء منهم و مِمّا يُنادون به,1
6486,كنتعجب دوك بنات محجبات داخلين فوسط رجال لا حولا ولا قوة الا بالله.واش معندهم الحكام فدار,0
6011,متبقايش تهطي الكاميرا بظهرك دائما ديريها قدامك,0
1110,هادو هما أحسن كوبل فالمغرب خلينا من زبل ديال داك صهيب و خديجة 👌,0
4970,هولاء  هم  الطبقة   القدوة  في المجتمع  ؟؟؟,0
580,وااااو من جمال الصوت ديالك كنتمنى تلقى لي ي***ك,1
4441,كلنا.ازوينينهدشيالي.فينا.لمعاربا.كل.واحد.كيلوم.واحد.اخر.الدعارة.بديا.منا.,1
4828,الله يستر كمارته كتخلع متشوف فيه لا موحمة لا شاد فحبل,1
3058,بعتو یخشلك شی عصا بش تحشمی رحنی مسلمین هدا رمشی روتین هدا اضهار المٸخر تفو علی النساأ فحلك هما لخلوناس تتكلم علی المرٸ المغربیۃ,1
6123,اش داك عند واحد مزوج راه حرام عليك,1
5956,لي عطا زكو لهلا يفكووو,1
6649,لاحولا ولا قوة  الى بالله الله يخد الحق,0
240,الله يعطيك الصحة كل الدياسك عندك كيحمقوني داك الشي بلدي كنموت عليك كنتمنى نتلاقة بيك نسوفك لوجه الله,0
2007,علاش شوف تف عاملة كثر من عشرة فيديو غي ل ليلى و كأنها ضحية ؟؟؟ الضحية من هاد لفضيحة هي الزوجة الله يكون معاها. اما الزوج الله يخلصو و ليلى راها بدات تخلص... و الله شحاااال من وحدة كانت تطير و جابتها ف راسها .. عارفة الراجل مزوج بمرتو و ولادو و لاصقة فيه و زادت حملات منو باش تزيرو و يتزوجها لكن هو غي عرفها حاملة لاحها ... قالت ليك كان يبغيها أودي راه اي راجل تعطيه .... راه ببغيك ... لوكان درتي العز لراسك صدق صداق ماصدقش ماغا تخسري والو انتي مشيتي حليتي الرجلين ايوا تحملي نتيجة ديال تقح... ديالك. الطمع و مايدير ... لو كان حاسبك غي بحال مرتو كاع مايقوليك صيفطي تصاور عريانة هذا دليل انه كان يشوفك غي فاسدة و كنتي تعجبيلو على اساس قح.. و فاش حملاك رماك. سراقة الرجال. مافهمتش علاش ناس كاتدافع عليها. الفساد الله يحفظ,1
6982,الله الوطن الملك عاش الملك والصحراء مغربيه  ولا عزاء للخوانه والاعداء,0
2385,هههههههه المحامي التهم الحلوى!!! مساخط هاذ شوفتڤي,1
206,قالك عادل الميلودي قدم ليك الفن.مقدمش ليكم العفن.واش كاين شي عفن كتر من هذا,1
7721,بنات لخميسات لا صحة لا فليسات,0
3825,سير.الله.ينزل.عليك.اللعنه.معدر.الشتا.مبقاتش.طيح.,1
1314,سلام عليكم البنات ولعيالات معاكم  (سعاد) بغيت نسولكم شكون فيكم لي خدامة فشي.. شركة وقتلوها بالوعود والنقاط والمستويات بلا فايدة😳اجي اختي انا عندي ليك شركة زوينة الربح مضمون وبلا نقاط ووجع الرأس منتوجات طبيعية وغير بالأعشاب وشريكة مغربية100%والربح 30%والتسجيل فابور والكاتالوك فابور 🏃🏻‍♀️وكتاخدي على كلا بنت دخلتيها 60درهم على كلا كوموند دارتها بنتك🤑ونزيدك اختي الكادوات على كلا كموند فابور مشي اي كادوات ومن ختيارك نتي يلاه الآلة اش خاصك فكوزينتك وفابور اجي تخيري وختاري على ذوقك ب 0درهم يلا اش كتسناي كليكي هنا ونامعاك 💃🏻💃🏻  https://chat.whatsapp.com/CVu2FYWmU6c3roHki3igrh,0
3084,لا حول ولا قوة إلا بالله ستري غير راسك الله يعطيك ذل لا نتي لا داك جحموم ديالك.,1
6201,"لذلك يخونون ... لأنكن تعتبرن أزواجكن .... كيس نقوذ أو حساب بنكي تتقاتلن عليه ... و ليس رجلا تحبينه و إن جرح مشاعرك و لم يعد راغبا فيك فالفراق أفضل. لحفظ الاحترام و الكرامة. المرأة عدوة المرأة الأولى.""",1
1329,يلا واحد عندو 11 عام و لاخور 10 و هي عندها 22 فوقاش تزوجت من كانت عندها 12 عام ههههه,0
2674,والله تا وجها صحيح وهديك حالة ديرة في رأسك فيديوهاتك كلها إباحية الله يعطيك الدل,1
1362,ماتبكشي. احبيبة اديالي دموعك غالية علينا والله  الأخوات  كنشوف بأن بعض الرجال خصهم الإعدام  بالنسبة لي البنت تبقى بدون زواج  احسليها راه  ابقاو  غير اشماكرية واتمنى من جميع المغاربة أن يقفون مع هذه الإنسانة حسبييا الله ونعم الوكيل في كل ضالم,1
900,ستيريو اكبر مكبوة وزلال,0
5261,اللهم استرنا فوق الارض وتحت الارض ویوم العرض اللهم یارب اهدها الی طریقک ولا حول ولاقوه الا بالله العلی العضیم 😔😔😔😔😔😔,0
1988,خوتي انا كنقول اللهم لاشماتة او الله يحفظنا او يحفض بناتنا او كاع بنات المسلمين او الله يديرلها شي تاويل ديال الخير او يغلبها عليهم باينا عليها بنت دارها او نية حشهالها ولد الحرام,1
4842,لاحول ولاقوة الا بالله العلي العظيم.اللهم احفظ اولادنا من هذا الزمان,0
2571,الله ينعل لي مايحشم دخلت وشوفت روتينك وانا نتصدم زعما راه من عذرو مسكين واللهم تعالى يطلق سراحو,1
4833,نتي عطيتي شرفك  بكل قواك العقلية .,1
5600,ديما الأم هي لي الواجهة الله يعفو عليها مسكينة و يحنن فيها المحسنين,0
6297,اختى انتي كنتي صاحبتو ماشي مراتو وهادشى كنتي تفكري فيه قبل مايوقع تمشي معاه وتحملي منو بلا كاغيط فين احنا فأوروبا ؟والتصاور لاش انا راجلي وعمرنى سيفطت ليه تصاور عريانه بغا يشوفني عريانه يجي لدار وارا ميشوف,1
